Chr	Mid	DCHpM
15	602518.5	0.103
15	602519	0.0516
15	602524	0.0584
15	602563	0.0806
15	602599	0.0516
15	605227	0.0516
15	605228	0.0584
15	605232.5	0.08
15	605234	0.0516
15	605234.5	0.1882
15	605252	0.0584
15	605252.5	0.0516
15	605253.5	0.103
15	605282	0.08
15	605345	0.0584
15	605846	0.0584
15	606266.5	0.0584
15	606277.5	0.08
15	606319	0.0516
15	606328	0.1546
15	606328.5	0.0628
15	606333	0.1144
15	606380.5	0.132
15	606382	0.103
15	606391.5	0.0584
15	606392.5	0.1212
15	606408.5	0.0584
15	606414	0.08
15	606416	0.08
15	606418	0.0516
15	606419	0.0628
15	606422.5	0.0516
15	606424	0.0628
15	606424.5	0.0628
15	606432	0.0584
15	606438.5	0.0628
15	606439.5	0.08
15	606441	0.0516
15	606443.5	0.0584
15	606446	0.0628
15	606455.5	0.0584
15	606457	0.0628
15	606458.5	0.0628
15	606459	0.177
15	606461	0.0806
15	606463.5	0.0584
15	606466	0.1168
15	606466.5	0.103
15	606467.5	0.1254
15	606469	0.1384
15	606470	0.0584
15	606470.5	0.1032
15	606472	0.0516
15	606475	0.103
15	606479.5	0.0584
15	606480	0.0584
15	606481.5	0.08
15	606482	0.0584
15	606486.5	0.08
15	606502	0.1168
15	606509	0.0628
15	606510	0.0584
15	608650	0.08
15	608651.5	0.0516
15	609266	0.0516
15	609281	0.0806
15	609315.5	0.1434
15	609316.5	0.08
15	609317	0.1882
15	609319.5	0.0516
15	609371.5	0.103
15	609374	0.0584
15	609410	0.0584
15	611496	0.0584
15	611499	0.103
15	611505	0.11
15	611509	0.0584
15	611513	0.0584
15	611811.5	0.0516
15	611857	0.0584
15	611863	0.103
15	611865.5	0.1254
15	611867	0.0584
15	611868	0.08
15	611869	0.08
15	611869.5	0.0628
15	611870	0.0584
15	611870.5	0.0628
15	611871.5	0.0584
15	611872	0.1168
15	611873	0.11
15	611874	0.1428
15	611874.5	0.0628
15	611878	0.0516
15	611884.5	0.0584
15	611913.5	0.1168
15	617076	0.0584
15	617092.5	0.0516
15	618490	0.08
15	618505.5	0.0628
15	618596	0.0516
15	618599.5	0.08
15	618616	0.08
15	618637	0.0584
15	618640	0.0628
15	618640.5	0.08
15	618644.5	0.0516
15	618645	0.0584
15	618646	0.0516
15	618650.5	0.0584
15	618651.5	0.1428
15	618652	0.0584
15	618662.5	0.0628
15	618663	0.0628
15	618663.5	0.0516
15	618664.5	0.1384
15	618665.5	0.0806
15	618666	0.0516
15	618669	0.0584
15	618669.5	0.0628
15	618670	0.0516
15	618688.5	0.1968
15	618689	0.08
15	618689.5	0.1546
15	618690	0.263
15	618691	0.11
15	618692	0.0584
15	618701	0.0628
15	618725.5	0.0516
15	618932.5	0.0516
15	619097.5	0.0516
15	619104	0.0584
15	619106	0.08
15	619128	0.08
15	619129	0.0584
15	619130	0.0628
15	619149	0.0516
15	619164.5	0.0516
15	619165.5	0.2978
15	619166	0.1168
15	619167	0.0584
15	619170.5	0.0516
15	619171	0.1384
15	619174.5	0.0516
15	619175	0.1212
15	619175.5	0.1168
15	619179.5	0.0516
15	619203	0.08
15	619208.5	0.1316
15	619209	0.0516
15	619214.5	0.0516
15	619218.5	0.1428
15	619220.5	0.0584
15	619222	0.0516
15	619227	0.08
15	619227.5	0.1316
15	619228	0.1316
15	619229	0.4648
15	619229.5	0.0516
15	619231.5	0.0806
15	619232.5	0.1316
15	619233	0.1212
15	619233.5	0.4316
15	619234	0.5412
15	619234.5	0.0628
15	619235	0.1212
15	619238.5	0.08
15	619239	0.08
15	619240	0.0628
15	619252.5	0.08
15	619255.5	0.08
15	619256	0.0628
15	619258	0.0516
15	619260.5	0.08
15	619264	0.0584
15	619265	0.0806
15	619265.5	0.0628
15	619269.5	0.0584
15	619375.5	0.0584
15	619405	0.0628
15	619409	0.0516
15	619409.5	0.0584
15	619469.5	0.0516
15	619470	0.0584
15	619498	0.1168
15	619500.5	0.1606
15	619511.5	0.0516
15	619515.5	0.103
15	619539	0.0584
15	619563	0.0516
15	619581.5	0.0628
15	624479.5	0.0584
15	624482.5	0.161
15	624490	0.0806
15	624493.5	0.0628
15	624499	0.103
15	624503	0.0584
15	624508.5	0.0584
15	624509	0.139
15	624509.5	0.0516
15	624510	0.08
15	624510.5	0.0584
15	624524	0.0584
15	624524.5	0.0584
15	624528	0.219
15	624528.5	0.0584
15	624532	0.08
15	624538	0.0584
15	624541.5	0.0516
15	624550.5	0.1546
15	624558.5	0.0806
15	624564	0.0584
15	624564.5	0.0628
15	624569.5	0.0628
15	628047.5	0.0584
15	628100	0.0516
15	628100.5	0.0516
15	628106	0.0584
15	628117	0.1168
15	628119	0.0628
15	628119.5	0.0628
15	628120	0.1384
15	628121	0.2242
15	628121.5	0.5064
15	628122	0.1614
15	628122.5	0.0584
15	628136.5	0.0584
15	628143	0.0584
15	628166	0.231
15	628171	0.08
15	628210.5	0.0628
15	630757	0.08
15	630757.5	0.0628
15	630759.5	0.0806
15	630760	0.0628
15	630761.5	0.0516
15	630764.5	0.0584
15	630766.5	0.0516
15	630770	0.0584
15	630778.5	0.08
15	630808	0.0628
15	631846.5	0.0584
15	631858.5	0.08
15	631865.5	0.103
15	631873.5	0.0516
15	631876.5	0.0516
15	631890	0.0516
15	631892	0.183
15	631895.5	0.0584
15	631899.5	0.1142
15	631900	0.0628
15	631905.5	0.1032
15	631907	0.0584
15	632001.5	0.0516
15	632004.5	0.0584
15	632009.5	0.0584
15	632014	0.0806
15	632015	0.0516
15	632024.5	0.0516
15	632033.5	0.0516
15	632056.5	0.0516
15	632061	0.0584
15	632067	0.0806
15	632077	0.0628
15	632145	0.0584
15	633637.5	0.0584
15	633664.5	0.0806
15	633665	0.0628
15	633672.5	0.0628
15	633674.5	0.1794
15	633675.5	0.0584
15	633678	0.0628
15	633681.5	0.0806
15	633685	0.0584
15	633687.5	0.0584
15	633710	0.0516
15	633715.5	0.0584
15	633736	0.08
15	633742	0.0584
15	633763.5	0.0584
15	638794.5	0.0584
15	638815.5	0.1726
15	638816	0.1254
15	638880.5	0.0806
15	638892	0.2932
15	638893	0.2532
15	638894.5	0.1606
15	638895	0.1432
15	638895.5	0.0806
15	638898.5	0.3896
15	638899	0.1212
15	638901.5	0.11
15	638902.5	0.1944
15	638903.5	0.0628
15	638904	0.0628
15	638904.5	0.1658
15	638905	0.08
15	638906	0.1256
15	638906.5	0.1316
15	638907	0.3314
15	638907.5	0.1316
15	638908	0.1606
15	638908.5	0.2714
15	638909	0.738
15	638909.5	1.3496
15	638910	0.3444
15	638910.5	0.505
15	638911	0.2484
15	638911.5	0.0516
15	638912	0.213
15	638912.5	0.0516
15	638913	0.08
15	638913.5	0.1906
15	638914	0.16
15	638914.5	0.4526
15	638915	0.19
15	638915.5	0.4192
15	638916	0.2244
15	638916.5	0.5752
15	638918	0.1168
15	638918.5	0.0584
15	638919	0.1256
15	638921	0.0516
15	638923	0.0584
15	638926.5	0.0806
15	638940	0.0584
15	638943	0.0628
15	638958.5	0.0584
15	638963.5	0.0628
15	638968	0.0516
15	638971	0.0516
15	638973	0.0584
15	638973.5	0.3092
15	638974	0.0516
15	638974.5	0.1726
15	638975.5	0.3338
15	638976	0.2422
15	638976.5	0.0516
15	638977	0.1384
15	638977.5	0.0584
15	638978	0.1882
15	638979	0.2054
15	638979.5	0.2866
15	638980.5	0.0516
15	638982	0.0584
15	638984.5	0.0628
15	638985	0.2396
15	638998.5	0.0584
15	639044.5	0.0516
15	639082	0.0584
15	639082.5	0.0584
15	639089	0.1168
15	639089.5	0.0628
15	639092	0.0584
15	639093.5	0.0628
15	639095	0.2412
15	639096	0.0516
15	639101	0.0806
15	639102.5	0.0806
15	639103	0.2594
15	639104	0.0516
15	639104.5	0.0628
15	639105	0.0516
15	639174.5	0.0584
15	639275.5	0.08
15	639276.5	0.0628
15	639278	0.0516
15	639278.5	0.0806
15	639288.5	0.0516
15	639390.5	0.0516
15	639405.5	0.0516
15	639416	0.103
15	639427	0.0516
15	639431	0.0516
15	642317.5	0.1614
15	644484	0.08
15	649082.5	0.103
15	649091	0.08
15	649093	0.1384
15	649094.5	0.2412
15	649103	0.08
15	649120	0.0516
15	649123.5	0.0628
15	649133.5	0.1254
15	649135	0.0584
15	649137	0.08
15	649138.5	0.0516
15	649139	0.0584
15	649146	0.1032
15	649148	0.0516
15	649150	0.0584
15	649150.5	0.0584
15	649151	0.1212
15	649158.5	0.0516
15	649159.5	0.1614
15	649160.5	0.0516
15	649161.5	0.0516
15	649162	0.0628
15	649163	0.1316
15	649165.5	0.0584
15	649166	0.0516
15	649167	0.0516
15	649168.5	0.0516
15	649169	0.1614
15	649170.5	0.0806
15	654037.5	0.0516
15	654050.5	0.0516
15	654052.5	0.0584
15	654053	0.1614
15	654054	0.0516
15	654058.5	0.0584
15	654060.5	0.08
15	654087.5	0.0516
15	654124.5	0.08
15	654142	0.0584
15	654149	0.08
15	654314	0.0584
15	654317.5	0.0806
15	654320	0.0584
15	656714.5	0.0628
15	656778.5	0.0628
15	657019	0.08
15	657036.5	0.0584
15	657037	0.0516
15	657037.5	0.2998
15	657038	0.0628
15	657038.5	0.9246
15	657039	0.11
15	657039.5	0.103
15	657040	0.0516
15	657043	0.0584
15	657043.5	0.1606
15	657044	0.0516
15	657047.5	0.0584
15	657050	0.0516
15	657051.5	0.1546
15	657052	0.11
15	657058	0.11
15	657059	0.0806
15	657061.5	0.0516
15	657141.5	0.0516
15	657144.5	0.08
15	657148	0.0584
15	657150	0.0516
15	658538.5	0.0516
15	658586.5	0.0584
15	658587	0.0584
15	661805.5	0.0584
15	661820	0.0516
15	661823	0.0516
15	661824	0.219
15	661824.5	0.1684
15	661825	0.3358
15	661825.5	0.1616
15	661826	0.11
15	661826.5	0.0628
15	661828.5	0.2642
15	661829	0.2638
15	661829.5	0.183
15	661830	0.103
15	661830.5	0.0806
15	661832	0.08
15	661832.5	0.0516
15	661833	0.2346
15	661833.5	0.0584
15	661834	0.7346
15	661834.5	0.0584
15	661835	0.0516
15	661835.5	0.1322
15	661836	0.0516
15	661838	0.1316
15	661838.5	0.0516
15	661842.5	0.161
15	661843	0.1606
15	661844	0.0584
15	661848	0.0516
15	661849	0.103
15	661850	0.0516
15	661851.5	0.1212
15	661852.5	0.1168
15	661855.5	0.0516
15	661856	0.0628
15	661856.5	0.0516
15	661859	0.0628
15	661864	0.1428
15	661865	0.0628
15	661865.5	0.0584
15	661866	0.1384
15	661867	0.0516
15	661874	0.0516
15	661874.5	0.2266
15	661875.5	0.0516
15	661876	0.0516
15	661876.5	0.0516
15	661877	0.0584
15	661877.5	0.11
15	661878	0.11
15	661883	0.08
15	661884	0.1384
15	661887	0.0516
15	661891.5	0.0516
15	661897.5	0.103
15	661898.5	0.0516
15	661900.5	0.0584
15	661901	0.08
15	661902.5	0.0516
15	661908	0.2398
15	661908.5	0.0584
15	661910	0.0584
15	661910.5	0.0584
15	661911	0.1032
15	661913.5	0.0628
15	661917	0.08
15	661919	0.0516
15	661921	0.0516
15	661921.5	0.0584
15	661922	0.0516
15	661922.5	0.0516
15	661935	0.0516
15	661935.5	0.0628
15	661957	0.0516
15	661961	0.0628
15	661961.5	0.0516
15	662086.5	0.0516
15	662133.5	0.0584
15	662135.5	0.0516
15	662141.5	0.0584
15	662165.5	0.0516
15	662170	0.08
15	662173.5	0.0584
15	662177	0.0516
15	662178	0.0584
15	662178.5	0.0806
15	662179	0.0584
15	662179.5	0.11
15	662180	0.0516
15	662183	0.1168
15	662183.5	0.0628
15	662184	0.1212
15	662184.5	0.3738
15	662185	1.2156
15	662185.5	0.8094
15	662186	0.2414
15	662187	0.0516
15	662192.5	0.0584
15	662209	0.0516
15	662241	0.0516
15	662241.5	0.3666
15	662243	0.0628
15	662244	0.132
15	662244.5	0.1212
15	662246.5	0.0516
15	662247	0.103
15	662247.5	0.0516
15	662269.5	0.0516
15	662270	0.103
15	662270.5	0.293
15	662271	0.103
15	662272	0.103
15	662274	0.177
15	662275	0.103
15	662276	0.0516
15	662283.5	0.0628
15	664526.5	0.0516
15	664552	0.0806
15	664601	0.11
15	664601.5	0.0516
15	664602	0.1254
15	664602.5	0.0516
15	664607	0.0584
15	664652.5	0.08
15	667312	0.0806
15	667348	0.0516
15	667351.5	0.0584
15	667365	0.0516
15	667388.5	0.0516
15	667389	0.0806
15	667389.5	0.08
15	667390	0.08
15	667395	0.08
15	667396	0.0516
15	667396.5	0.0806
15	667397.5	0.08
15	667407.5	0.0584
15	667418.5	0.1428
15	667419	0.0584
15	667419.5	0.0628
15	667420	0.103
15	667423.5	0.0628
15	667424	0.103
15	667424.5	0.0584
15	667436	0.0516
15	667442.5	0.0516
15	667490.5	0.0628
15	670604	0.0516
15	670690.5	0.0584
15	670693	0.0516
15	670716	0.0584
15	670717	0.1546
15	670749.5	0.0516
15	670750	0.0806
15	670771	0.0806
15	670777	0.1142
15	670779.5	0.0516
15	670783	0.0584
15	670789.5	0.0516
15	670790.5	0.0516
15	670792	0.0628
15	670794.5	0.0584
15	670795	0.1144
15	670815	0.1032
15	670821.5	0.1546
15	670837	0.0584
15	670838	0.3288
15	670838.5	0.0516
15	670839	0.0628
15	670852	0.0628
15	670854	0.08
15	670857.5	0.0584
15	670858	0.1606
15	670859.5	0.0628
15	670860	0.0628
15	670861	0.0806
15	670863	0.0584
15	670864.5	0.2508
15	670865	0.2466
15	670865.5	0.11
15	670866	0.08
15	670866.5	0.0516
15	670867	0.0584
15	670867.5	0.0516
15	670868.5	0.103
15	670869	0.08
15	670869.5	0.103
15	670870	0.2054
15	670870.5	0.309
15	670871	0.1384
15	670871.5	0.1612
15	670872	0.19
15	670872.5	0.1168
15	670873	0.2638
15	670874	0.0628
15	670880.5	0.0584
15	670901.5	0.0628
15	670920	0.0516
15	670920.5	0.425
15	670921	0.183
15	670921.5	0.5642
15	670922	0.1752
15	670922.5	1.7998
15	670923	0.345
15	670923.5	0.361
15	670924.5	0.0628
15	670925	0.08
15	670926	0.1832
15	670926.5	0.1432
15	670927.5	0.0628
15	670960.5	0.0584
15	670965	0.0516
15	670966.5	0.1606
15	670967	0.4122
15	670967.5	0.579
15	670971.5	0.08
15	670972	0.0584
15	670972.5	0.0516
15	670973	0.2062
15	670973.5	0.292
15	670974	0.3332
15	670975	0.0628
15	670976	0.0806
15	670977	0.1546
15	670977.5	0.2184
15	670978	0.4076
15	670978.5	0.6212
15	670979	0.6124
15	670979.5	0.0584
15	670980.5	0.1428
15	670981	0.2714
15	670981.5	0.2632
15	670982.5	0.0516
15	670983	0.1838
15	670983.5	0.1838
15	670984	0.3216
15	670984.5	0.0516
15	670986	0.0584
15	670986.5	0.08
15	670987	0.08
15	670991	0.08
15	671002.5	0.0628
15	671008	0.0806
15	671009	0.0584
15	671010.5	0.0806
15	671012	0.1658
15	671012.5	0.0516
15	671018	0.1254
15	671019	0.0584
15	671019.5	0.0516
15	671021	0.1142
15	671027.5	0.08
15	671067.5	0.0584
15	671069.5	0.2116
15	671130.5	0.0516
15	671309	0.0584
15	671413	0.1254
15	671421.5	0.08
15	671455.5	0.6318
15	671456	0.0516
15	671460	0.08
15	671472	0.0584
15	671477	0.08
15	671477.5	0.0516
15	671487.5	0.0516
15	671490	0.0584
15	671491	0.0516
15	671495.5	0.0516
15	671523.5	0.08
15	671532.5	0.0516
15	671570.5	0.0516
15	671590.5	0.0516
15	671639.5	0.103
15	671672.5	0.0584
15	671677	0.0584
15	671677.5	0.1254
15	671681.5	0.1546
15	671690	0.0628
15	671691	0.0628
15	673877.5	0.1168
15	673878	0.0516
15	673954	0.08
15	673955.5	0.103
15	675334.5	0.1546
15	675336.5	0.1144
15	675350	0.103
15	675356	0.0806
15	675356.5	0.1384
15	675381	0.263
15	675740.5	0.0584
15	679126.5	0.0584
15	679127	0.0516
15	679128	0.0516
15	682282.5	0.0584
15	682283	0.0516
15	682296.5	0.0516
15	682299.5	0.0628
15	682307	0.08
15	682314.5	0.0584
15	682317	0.0628
15	682318	0.08
15	682320	0.2996
15	682320.5	0.1212
15	682321.5	0.1546
15	682323	0.0516
15	682324	0.0584
15	682338.5	0.0516
15	682779	0.0516
15	682840.5	0.161
15	682843	0.0584
15	682845	0.2126
15	682845.5	0.11
15	682846	0.0516
15	682846.5	0.2644
15	682847	0.1212
15	682847.5	0.1316
15	682848	0.08
15	682848.5	0.0516
15	682859	0.0584
15	683435	0.0806
15	683478.5	0.0516
15	683740.5	0.0628
15	683795.5	0.0516
15	683815.5	0.0584
15	683822	0.0516
15	683824	0.0584
15	683825.5	0.0516
15	683826	0.0516
15	683826.5	0.1838
15	683828	0.0516
15	683828.5	0.0584
15	683835.5	0.0584
15	683836.5	0.0584
15	683837	0.0584
15	683838.5	0.0584
15	683840	0.1316
15	683840.5	0.0584
15	683841.5	0.08
15	683844.5	0.103
15	683845	0.16
15	683846	0.0516
15	683847.5	0.0628
15	683850	0.0516
15	683855	0.0584
15	683857.5	0.0584
15	683874	0.0516
15	683875.5	0.103
15	683903	0.08
15	683903.5	0.1316
15	683925	0.0628
15	685610.5	0.0584
15	685646	0.08
15	689423.5	0.0584
15	689440.5	0.0516
15	689441.5	0.161
15	689442	0.0516
15	690428.5	0.0516
15	690429.5	0.1212
15	690430	0.1836
15	690430.5	0.1168
15	690431	0.0584
15	690459.5	0.4612
15	690460	0.3798
15	690460.5	0.1968
15	690461	0.206
15	690487.5	0.0584
15	690501.5	0.0516
15	692263	0.0584
15	692274.5	0.0584
15	692308.5	0.1254
15	692313	0.0584
15	692315.5	0.0516
15	692320	0.08
15	692320.5	0.0584
15	692321	0.0584
15	692331	0.08
15	692331.5	0.08
15	692332.5	0.1254
15	692335	0.1606
15	700903	0.11
15	700904.5	0.0584
15	700914.5	0.0628
15	700935	0.132
15	700936.5	0.1212
15	700938	0.16
15	700938.5	0.5526
15	700939	0.2062
15	700939.5	0.3446
15	700940.5	0.0584
15	700941	0.3154
15	700941.5	0.2232
15	700942	0.0516
15	700942.5	0.1168
15	700944	0.0806
15	700945.5	0.1032
15	700950	0.0516
15	700955.5	0.0516
15	700956.5	0.0516
15	700958.5	0.0516
15	700959	0.0584
15	700959.5	0.08
15	700960	0.0628
15	700962.5	0.0806
15	700964.5	0.0584
15	700965	0.1614
15	700965.5	0.1384
15	700967	0.0584
15	700971	0.1384
15	700971.5	0.0806
15	700973.5	0.1974
15	700974	0.3672
15	700976	0.0584
15	700978	0.0628
15	700982	0.1384
15	700982.5	0.0628
15	700984	0.0516
15	700984.5	0.1168
15	700985	0.08
15	700993	0.0584
15	700993.5	0.11
15	700994.5	0.1968
15	700996	0.1168
15	701001	0.0584
15	701001.5	0.3856
15	701002.5	0.1316
15	701003	0.1684
15	701003.5	0.0584
15	701004.5	0.0516
15	701005	0.1384
15	701005.5	0.0584
15	701006	0.11
15	701007.5	0.0516
15	701008	0.11
15	701008.5	0.231
15	701009	0.8588
15	701009.5	0.3588
15	701010	0.1316
15	701012.5	0.2406
15	701013	0.4466
15	701013.5	0.0516
15	701014	0.0628
15	701017	0.0516
15	701017.5	0.5866
15	701018	0.4616
15	701018.5	0.0584
15	701022	0.0516
15	701022.5	0.0584
15	701023	0.0516
15	701023.5	0.0584
15	701027.5	0.0584
15	701028.5	0.0628
15	701029.5	0.0806
15	701031	0.08
15	701031.5	0.0516
15	701034	0.0584
15	701036.5	0.0584
15	701037	0.0628
15	701037.5	0.0628
15	701038	0.293
15	701039	0.0584
15	701039.5	0.1384
15	701040	0.2416
15	701040.5	0.4906
15	701041	2.1622
15	701041.5	2.1996
15	701042	0.2354
15	701042.5	0.1614
15	701043	0.2984
15	701043.5	0.1968
15	701044	0.5698
15	701044.5	0.7164
15	701045	1.353
15	701045.5	0.398
15	701046	0.1838
15	701046.5	0.2458
15	701047	0.7224
15	701047.5	0.1614
15	701048	0.3738
15	701049	0.1614
15	701049.5	0.0516
15	701051	0.08
15	701057	0.0628
15	701057.5	0.0584
15	701058.5	0.1384
15	701064	0.0584
15	701073	0.0628
15	701076	0.0516
15	701076.5	0.0516
15	701079	0.0806
15	701079.5	0.2768
15	701080	0.212
15	701081.5	0.0628
15	701084	0.1212
15	701084.5	0.1212
15	701088	0.0628
15	701090.5	0.1384
15	701092.5	0.1546
15	701094	0.0628
15	701094.5	0.0516
15	701095.5	0.2638
15	701101.5	0.0584
15	704098.5	0.0584
15	712642.5	0.0628
15	712643	0.0516
15	712643.5	0.08
15	712644	0.1168
15	712665.5	0.0516
15	712667	0.0806
15	712667.5	0.0628
15	712669	0.0516
15	712670	0.08
15	712677	0.08
15	712684.5	0.0584
15	712694.5	0.0628
15	712695	0.1384
15	712696	0.0516
15	712703	0.139
15	712704.5	0.0516
15	712705.5	0.0584
15	712716.5	0.1212
15	712747.5	0.0806
15	716973.5	0.0628
15	716984.5	0.0584
15	720370.5	0.0584
15	720381.5	0.0628
15	720386.5	0.0584
15	720388.5	0.0584
15	721789.5	0.0628
15	721793	0.0628
15	721807.5	0.0806
15	721819	0.0584
15	721835	0.0628
15	721840.5	0.0516
15	721849.5	0.0516
15	722432.5	0.0516
15	722520	0.0516
15	722651.5	0.0584
15	722671	0.0584
15	722681.5	0.0516
15	727193	0.0516
15	727349	0.1168
15	727388.5	0.0516
15	727424	0.0516
15	733533.5	0.0628
15	733539	0.08
15	733540	0.3314
15	733561.5	0.0584
15	733573.5	0.1254
15	733574.5	0.1384
15	733575	0.08
15	733576.5	0.0628
15	733601	0.0628
15	733609	0.0584
15	733610.5	0.19
15	733616	0.0584
15	733616.5	0.1384
15	733628.5	0.08
15	733657.5	0.0516
15	733660.5	0.1942
15	733661	0.08
15	733662.5	0.08
15	733663	0.0516
15	733665	0.08
15	733672	0.0584
15	733673.5	0.0584
15	733688.5	0.0628
15	733691.5	0.0584
15	737862.5	0.0516
15	737899.5	0.103
15	737960	0.0806
15	737965.5	0.08
15	738146.5	0.0584
15	738153	0.1254
15	738155.5	0.0628
15	738157.5	0.08
15	738159	0.0584
15	738160	0.0628
15	738162.5	0.2466
15	738163	0.1254
15	738164	0.2416
15	738167	0.0516
15	738168	0.0806
15	738168.5	0.0584
15	738169	0.08
15	738169.5	0.0628
15	738170	0.0584
15	738172	0.0584
15	738176.5	0.0584
15	738178.5	0.0628
15	738186.5	0.0806
15	738188	0.0516
15	738189.5	0.0516
15	738190.5	0.0584
15	738195	0.0584
15	738204	0.0516
15	738204.5	0.0584
15	738206	0.184
15	738206.5	0.1316
15	738207	0.1726
15	738207.5	0.3226
15	738208.5	0.0516
15	738209	0.0584
15	738209.5	0.1752
15	738210	0.2352
15	738211	0.1212
15	738211.5	0.0584
15	738212	0.3186
15	738212.5	0.1428
15	738213	0.1728
15	738213.5	0.0516
15	738214	0.3204
15	738215	0.0584
15	738215.5	0.309
15	738216	0.08
15	738216.5	0.1322
15	738217.5	0.0806
15	738218	0.334
15	738218.5	0.6606
15	738219.5	0.08
15	738220.5	0.0628
15	738221.5	0.298
15	738222	0.3966
15	738222.5	0.5684
15	738223	0.3152
15	738224.5	0.1316
15	738225	0.0584
15	738225.5	0.0584
15	738226	0.2174
15	738226.5	0.515
15	738227	0.2938
15	738227.5	0.1316
15	738228	0.08
15	738229	0.0628
15	738230	0.2854
15	738230.5	0.389
15	738231	0.5356
15	738231.5	0.753
15	738232	1.9002
15	738232.5	0.632
15	738233	0.3788
15	738233.5	0.219
15	738234	0.08
15	738235	0.0516
15	738235.5	0.0628
15	738236	0.1384
15	738236.5	0.0584
15	738238	0.0516
15	738238.5	0.1322
15	738281.5	0.0516
15	738395.5	0.0806
15	738410.5	0.0584
15	738662.5	0.0628
15	741832.5	0.0584
15	741833.5	0.0628
15	741836	0.0516
15	741851	0.0584
15	741862.5	0.0584
15	742406.5	0.0584
15	742408	0.0584
15	742412.5	0.0516
15	742413	0.103
15	742431.5	0.08
15	742432.5	0.0516
15	742435	0.0584
15	742457.5	0.0516
15	743776	0.139
15	745095.5	0.0584
15	745439.5	0.0516
15	745480.5	0.0584
15	745493	0.0516
15	745494.5	0.08
15	745495.5	0.0584
15	745496	0.0516
15	745496.5	0.1614
15	745497	0.0584
15	745497.5	0.1212
15	745498	0.1032
15	745507.5	0.0516
15	745519	0.08
15	745533	0.0584
15	745534.5	0.08
15	745539.5	0.0584
15	745562.5	0.1254
15	745932	0.2508
15	746494.5	0.0628
15	746600	0.0516
15	746648	0.1752
15	746660	0.0516
15	746660.5	0.08
15	746661	0.0806
15	746664.5	0.0628
15	747363.5	0.0806
15	747372	0.0516
15	747425	0.0516
15	747444	0.0584
15	749061	0.1546
15	749079.5	0.0516
15	749080.5	0.0628
15	749081	0.0584
15	749082	0.161
15	749085	0.0584
15	749092	0.0516
15	749103.5	0.103
15	749122	0.2638
15	749122.5	0.0806
15	749132	0.08
15	749132.5	0.0628
15	749134	0.139
15	749134.5	0.0628
15	749135	0.341
15	749140	0.0584
15	749141	0.0516
15	749154	0.0628
15	749166.5	0.08
15	749167.5	0.0584
15	749168	0.0628
15	749168.5	0.1428
15	749169	0.0628
15	749171	0.0584
15	755133	0.0584
15	755142.5	0.0806
15	755148	0.0584
15	755217	0.0584
15	757716	0.0516
15	757737	0.08
15	757761	0.0584
15	758122.5	0.0806
15	758124.5	0.0584
15	758125.5	0.177
15	758136	0.0516
15	758136.5	0.0584
15	758137	0.0584
15	758138.5	0.08
15	758147	0.0584
15	758149.5	0.0516
15	758164	0.19
15	758164.5	0.139
15	758165	0.2574
15	758170	0.0516
15	758181	0.2996
15	758181.5	0.0584
15	758182.5	0.11
15	758188	0.11
15	758188.5	0.0584
15	758194	0.1658
15	759593.5	0.0806
15	759599.5	0.0584
15	759661	0.0516
15	759666	0.2198
15	759668	0.0806
15	759791	0.0584
15	761327	0.0806
15	761373	0.0806
15	761374	0.0628
15	761376.5	0.1032
15	761379.5	0.0628
15	761390.5	0.0628
15	761421.5	0.1212
15	761422	0.0584
15	761422.5	0.1144
15	761423	0.0516
15	761426.5	0.0516
15	761428	0.11
15	761428.5	0.11
15	761445.5	0.08
15	761477	0.1168
15	762119.5	0.0516
15	762146.5	0.0516
15	762151.5	0.0628
15	762180.5	0.0516
15	762189.5	0.0584
15	762192.5	0.0516
15	762194.5	0.0516
15	762195	0.1658
15	762195.5	0.1752
15	762196	0.2784
15	762202	0.0584
15	762228.5	0.2526
15	762229	0.0516
15	762230	0.0628
15	762231	0.0516
15	762232.5	0.0584
15	762233	0.08
15	762233.5	0.103
15	762234.5	0.08
15	762238	0.0516
15	762239	0.0628
15	762241	0.0628
15	762242.5	0.0516
15	762243.5	0.08
15	762244	0.1606
15	762244.5	0.1142
15	762248	0.0516
15	762248.5	0.1168
15	762254.5	0.0584
15	762257	0.2638
15	762257.5	0.132
15	762258	0.103
15	762267	0.0584
15	762268	0.103
15	762268.5	0.0628
15	762270.5	0.08
15	762276	0.0584
15	762279	0.0806
15	762280.5	0.11
15	762281	0.1546
15	762281.5	0.1032
15	762282	0.231
15	762282.5	0.0516
15	762283	0.2552
15	762283.5	0.1838
15	762284	0.4512
15	762284.5	0.0584
15	762285	0.3216
15	762285.5	0.1384
15	762286	1.1192
15	762286.5	0.0584
15	762287	0.448
15	762287.5	0.1032
15	762288	0.177
15	762289.5	0.139
15	762290	0.4388
15	762290.5	0.231
15	762291	0.512
15	762291.5	0.0584
15	762292	0.1942
15	762292.5	0.1168
15	762295	0.08
15	762297.5	0.103
15	762300	0.0516
15	762301	0.2484
15	762301.5	0.1212
15	762302	0.139
15	762303	0.1212
15	762303.5	0.1836
15	762304	0.3898
15	762304.5	0.2642
15	762306	0.0628
15	762306.5	0.0628
15	762307	0.2422
15	762307.5	0.1032
15	762308	0.2116
15	762309	0.1254
15	762310.5	0.1256
15	762311	0.2198
15	762311.5	0.1904
