SID	len_mid	len_min	len_max	type	Sp_Aff	seg_SNPs	start5	start3	stop5	stop3	event_snp	LocalEventHpM_NWT	LocalEventHpM_Ntel	LocalEventHpM_Ntkd	LocalEventHpM_SFA	LocalEventHpM_DC	total_nb_seg	Event_len_max	Event_len_mid	nb_62_seg	proportion	LCO	chr	Meiosis	EID	EventSpAff	LSB	LNCO	groupe	classe	Event_type	Event_len_min	debut	fin	Genotype	SegHpM_NWT	SegHpM_DC	SegHpM_Ntel	SegHpM_Ntkd	SegHpM_SFA	exp_local_hits_seg_NWT	exp_local_hits_seg_Ntel	exp_local_hits_seg_Ntkd	exp_local_hits_seg_SFA	exp_local_hits_seg_DC	Seg_Obs_Exp_HpM_NWT	Seg_Obs_Exp_HpM_Ntel	Seg_Obs_Exp_HpM_Ntkd	Seg_Obs_Exp_HpM_SFA	Seg_Obs_Exp_HpM_DC	boundary_cross	hotspot_overlapW	hotspot_boundary_crossW	est_dist_DSBsW	hotspot_overlapF	hotspot_boundary_crossF	est_dist_DSBsF	SegType	seg_cat	len_cat	Classification	Notes
1841	68	0	137	(6:2)	6	1	1057489	1057536	1057536	1057626	23	268.1002	271.8352	337.9632	323.9244	3.0058	6	2373	3.03165403477486	2	0	0	15	OM3	168	3_35_6_6_6_6	2	2	0	1	(5:3)_(5:3a)_(6:2)_(5:3a)_(6:2)_(5:3a)_(4:4)	2113	1056842	1059085	OM	0.16474076933721	0	0.113827923640174	0.116124801609979	0.450954122229593	15.478182638011	15.6938147492625	19.5115711757269	18.7010715549937	0.173533333333333	0.0106	0.0073	0.006	0.0241	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IN	
1843	94	11	176	(6:2)	6	2	1058801	1058868	1058879	1058977	23	268.1002	271.8352	337.9632	323.9244	3.0058	6	2373	4.19081587160054	2	0	0	15	OM3	168	3_35_6_6_6_6	2	2	0	1	(5:3)_(5:3a)_(6:2)_(5:3a)_(6:2)_(5:3a)_(4:4)	2113	1056842	1059085	OM	27.0666983501209	0.1904	25.1981814792905	38.3993012152357	6.45370567782658	19.884380615255	20.1613970501475	25.0659600505689	24.0247342604298	0.222933333333333	1.3612	1.2498	1.5319	0.2686	0.8541	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	IN	
1847	920	629	1210	(6:2)	56	6	313494	313832	314461	314704	18	165.4967	135.0919	114.3956	63.4189	1.1236	4	3802	25.8572231590781	1	0	1	16	OM6	168	6_6_56_3	1	0	2	32	(5:3)_(4:4)_(6:2)_(5:3a)_(4:4aCO)	3314	312882.5	316440.5	OM	1.91887487490288	0	0.797095539093626	0.47670181263838	1.73839412957096	52.6699124145187	42.9934768542872	36.406805891636	20.1832901104682	0.357589689637033	0.0364	0.0185	0.0131	0.0861	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	500_750	AC	
1849	226	2	449	(6:2)	34	2	494666	494984	494986	495115	23	224.0249	210.5244	285.018	121.6591	1.244	5	5248	5.01664816870144	2	0	1	13	OM7	168	34_4_14_1_1	1	0	2	30	(6:2)_(5:3)_(5:3a)_(6:2)_(5:3a)_(4:4aCO)	3762	494825	499330	OM	86.26304800819	0.6346	83.9982059779005	121.1563762396	64.0003733564021	19.1667645007622	18.0117102896341	24.3851147103659	10.4087149199695	0.106432164634146	4.5007	4.6635	4.9685	6.1487	5.9625	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	AC	
1852	116	0	231	(6:2)	1	1	497756	497780	497780	497987	23	224.0249	210.5244	285.018	121.6591	1.244	5	5248	2.57491675915649	2	0	1	13	OM7	168	34_4_14_1_1	1	0	2	30	(6:2)_(5:3)_(5:3a)_(6:2)_(5:3a)_(4:4aCO)	3762	494825	499330	OM	2.93902733784775	0	2.7899844236339	3.27709991382373	2.16103857642545	9.86085211509146	9.2666037347561	12.5455712652439	5.35504041539634	0.0547568597560976	0.2981	0.3011	0.2612	0.4036	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IC	
1854	8924	396	17452	(6:2)	78	15	22358	39380	39776	39810	18	1504.007	1670.9205	1289.9802	919.1526	32.7484	2	17698	98.0013178124314	1	0	1	15	OM8	168	78_4	1	0	1	8	(6:2)_(5:3)_(4:4aCO)	514	30869	39975	OM	1503.04966826879	32.7484	1670.14511081279	1288.91378259673	918.18150615882	1483.10148965985	1647.6949127585	1272.04963557464	906.376493117866	32.2932013108826	1.0135	1.0136	1.0133	1.013	1.0141	1	4	0	10794	5	0	10744	6:2/2:6 Segment	single	300_500	AC	
1856	305	28	582	(2:6)	12	2	652283	652485	652513	652865	11	3.1232	2.0491	1.5296	2.7491	0	5	1334	26.7543859649123	3	0	1	15	OM9	168	12_12_78_12_12	1	0	3	20	(2:6)_(4:4)_(6:2)_(4:4aCO)_(6:2)_(4:4a)	947	652384.25	653524.25	OM	1.30182216935264	0	0.880616027880573	0.375980300819906	0.875899355421988	1.36259550224888	0.893985157421289	0.667336731634183	1.19938245877061	0	0.9554	0.985	0.5634	0.7303	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AC	
1858	132	85	180	(6:2)	78	2	652958	652990	653075	653138	11	3.1232	2.0491	1.5296	2.7491	0	5	1334	11.5789473684211	3	0	1	15	OM9	168	12_12_78_12_12	1	0	3	20	(2:6)_(4:4)_(6:2)_(4:4aCO)_(6:2)_(4:4a)	947	652384.25	653524.25	OM	0.294572899634538	0	0.0986241939448256	0.104122238136079	0.572595695572802	0.421421289355322	0.276490254872564	0.206392803598201	0.370943028485757	0	0.699	0.3567	0.5045	1.5436	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AC	
1860	216	0	432	(6:2)	12	1	653186	653431	653431	653618	11	3.1232	2.0491	1.5296	2.7491	0	5	1334	18.9473684210526	3	0	1	15	OM9	168	12_12_78_12_12	1	0	3	20	(2:6)_(4:4)_(6:2)_(4:4aCO)_(6:2)_(4:4a)	947	652384.25	653524.25	OM	1.29101949595348	0	0.872414015808082	1.00501464821453	0.978734501307529	1.01141109445277	0.663576611694153	0.495342728635682	0.890263268365817	0	1.2765	1.3147	2.0289	1.0994	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AC	
1865	221	0	442	(6:2)	78	1	271001	271256	271256	271443	7	41.4009	44.4932	35.5202	53.7208	0.5466	5	1309	18.5714285714286	1	0	1	14	OM2	169	4_8_3_7_78	1	0	2	32	(5:3)_(4:4ai)_(5:3a)_(4:4bCO)_(6:2)_(4:4b)	1070	270159.75	271349.75	OM	24.2753075487283	0.11	28.0416790304706	20.6042005874698	37.9827813447942	13.9795246753247	15.0236779220779	11.9938337662338	18.1394909090909	0.184566233766234	1.7365	1.8665	1.7179	2.0939	0.596	0	0	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
1867	728	90	1367	(6:2)	8	2	308420	308999	309089	309787	4	350.1691	417.9839	339.5443	99.3727	9.3088	2	2101	49.255751014885	1	0	1	16	OM5	169	7_8	1	0	1	7	(5:3)_(6:2)_(4:4aCO)	856	307959.75	309437.75	OM	260.476061495652	8.885	323.17027835525	246.282000220018	91.0048026385944	227.834916563541	271.958111042361	220.921969585911	64.6561070442646	6.0567013802951	1.1433	1.1883	1.1148	1.4075	1.467	0	2	0	1493.5	2	0	1494	6:2/2:6 Segment	single	30_150	AC	
1868	674	113	1234	(2:6)	56	2	560428	561397	561510	561662	3	265.7517	279.7665	315.0623	110.673	4.1268	2	1564	73.6612021857923	1	0	1	13	OM7	169	56_156	1	0	3	20	(2:6)_(5:3)_(4:4aCO)	266	560912.5	561827.5	OM	263.121016057634	4.1268	277.813951790677	312.40842331631	108.008413949229	209.678770971867	220.736484015345	248.584960485933	87.3212800511509	3.2560557544757	1.2549	1.2586	1.2567	1.2369	1.2674	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
1871	164	0	329	2:6	8	1	770539	770554	770554	770868	2	123.8025	135.1898	109.9999	80.2574	0.7346	2	359	87.2340425531915	1	0	0	15	OM9	169	7_8	1	1	1	8	3:5_2:6	16	770523.25	770711.25	OM	120.355585082667	0.3266	132.443990431291	103.490503211903	76.395009461268	113.45688718663	123.892602228412	100.807707799443	73.5506534818942	0.673212813370474	1.0608	1.069	1.0266	1.0387	0.4851	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	CN3	
1873	594	0	1189	2:6	7	1	953577	954310	954310	954766	2	420.5214	321.221	454.8267	250.7141	2.6884	2	1445	54.4954128440367	1	0	0	15	OM4	170	8_7	1	1	1	8	3:5_2:6	734	953448.25	954538.25	OM	419.78568675668	2.6884	321.044056762263	454.275922979659	250.16009701623	346.020722906574	264.312642906574	374.248405743945	206.296930726644	2.21211598615917	1.2132	1.2146	1.2138	1.2126	1.2153	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	CN3	
1874	542	376	708	(2:6)	56	3	190429	190588	190964	191137	12	278.2712	278.8774	279.6162	139.4282	6.0738	3	2676	22.2678718159408	1	0	1	14	OM1	172	56_2_3	2	1	0	2	(2:6)_(3:5)_(4:4ai)_(4:4bCO)	2193	190508.75	192942.75	OM	264.562272733638	6.0738	268.43235034781	265.486901949156	124.355200777486	73.6233219730942	73.7837067264574	73.9791739910314	36.8890753363229	1.60696950672646	3.5935	3.6381	3.5887	3.3711	3.7797	0	1	0	0	1	0	0	6:2/2:6 Segment	single	300_500	AC	
1877	1052	534	1571	(2:6)	56	5	486092	486859	487393	487663	14	289.6374	301.428	310.0234	170.5433	3.1744	5	2872	45.6201214223764	1	0	1	14	OM2	172	56_8_7_8_78	1	0	2	32	(2:6)_(3:5)_(4:4aCO)_(3:5a)_(3:5)_(4:4a)	1740	486475.5	488781.5	OM	10.8809927813053	0	5.91445090056546	5.48157073852996	14.5250642195784	158.43327137883	164.882795264624	169.584526949861	93.2881352019499	1.73641448467967	0.0687	0.0359	0.0323	0.1557	0	1	0	0	0	0	0	0	6:2/2:6 Segment	single	500_750	AC	
1883	164	0	327	6:2	1	1	307827	307920	307920	308154	31	822.4579	929.0217	753.7692	1059.0023	20.738	8	4646	3.84254920337395	4	0	0	14	OM1	173	2_1_1_1_1_1_2_2	1	1	2	21	5:3_6:2_5:3_6:2_5:3_6:2_5:3a_6:2	3889	307724.75	311992.75	OM	2.41849851961409	0	2.04380137411219	1.23486373873971	1.13218694662701	57.8871574042187	65.3874506887645	53.0526320275506	74.5358915411106	1.45960525182953	0.0418	0.0313	0.0233	0.0152	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IN	
1885	718	285	1150	6:2	1	4	308673	309212	309497	309823	31	822.4579	929.0217	753.7692	1059.0023	20.738	8	4646	16.8228678537957	4	0	0	14	OM1	173	2_1_1_1_1_1_2_2	1	1	2	21	5:3_6:2_5:3_6:2_5:3_6:2_5:3a_6:2	3889	307724.75	311992.75	OM	213.19025940868	3.38	288.049362685383	189.948168597995	321.057027403412	203.578688118812	229.955866336634	186.576534653465	262.129282178218	5.13316831683168	1.0472	1.2526	1.0181	1.2248	0.6585	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	150_300	IN	
1887	222	0	444	6:2	1	1	310181	310493	310493	310625	31	822.4579	929.0217	753.7692	1059.0023	20.738	8	4646	5.20149953139644	4	0	0	14	OM1	173	2_1_1_1_1_1_2_2	1	1	2	21	5:3_6:2_5:3_6:2_5:3_6:2_5:3a_6:2	3889	307724.75	311992.75	OM	584.177969852014	17.2996	618.958039381953	538.631939501471	717.240530722396	78.5990761084804	88.7829605682307	72.0347664227292	101.204696771416	1.98184933275936	7.4324	6.9716	7.4774	7.087	8.729	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	AN	might be compatible?
1889	350	3	698	6:2	2	2	311614	311670	311673	312312	31	822.4579	929.0217	753.7692	1059.0023	20.738	8	4646	8.20056232427367	4	0	0	14	OM1	173	2_1_1_1_1_1_2_2	1	1	2	21	5:3_6:2_5:3_6:2_5:3_6:2_5:3a_6:2	3889	307724.75	311992.75	OM	1.35723588290019	0	0.485519104876454	0.164435119592425	0.7785660899097	123.563412440809	139.573212785192	113.243844511408	159.101077356866	3.11560998708567	0.011	0.0035	0.0015	0.0049	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AN	
1890	126	0	251	2:6	56	1	1039293	1039487	1039487	1039544	3	153.3915	159.8234	116.2616	103.5925	5.1742	2	313	61.1650485436893	1	0	0	15	OM4	173	56_5	1	1	1	8	2:6_3:5	100	1039390.25	1039596.25	OM	113.90888968221	4.6004	102.109248879334	75.7808850692469	33.1902434029358	123.007241214058	128.165090734824	93.232145686901	83.0725798722045	4.1492785942492	0.926	0.7967	0.8128	0.3995	1.1087	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	CN2	
1893	167	0	334	(6:2)	5	1	653426	653739	653739	653760	11	274.6617	237.8647	283.2283	346.5718	2.9372	6	649	28.8927335640138	1	0	1	16	OM6	173	6_5_5_6_6_58	1	0	2	30	(5:3)_(6:2)_(5:3)_(4:4)_(5:3)_(5:3a)_(4:4aCO)	507	653364.5	653942.5	OM	2.76568443969269	0	1.95928063995055	15.6563438380792	6.60945890948396	141.351321725732	122.414190755008	145.760018798151	178.358984899846	1.51159445300462	0.0196	0.016	0.1074	0.0371	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	IC	
1898	8062	8036	8088	2:6	78	61	56116	56137	64173	64204	71	258.947	268.8072	284.5134	171.9259	0.7208	4	9558	89.7672864937089	2	0	0	16	OM4	174	78_8_8_8	1	1	1	8	2:6_3:5_2:6_3:5	8404	56126.5	65107.5	OM	241.310918588495	0.7208	252.320897974927	271.161813980978	165.76975499655	219.121504080352	227.465226365348	240.755846327684	145.484063527935	0.609942498430634	1.1013	1.1093	1.1263	1.1394	1.1818	1	3	1	7730	1	0	0	6:2/2:6 Segment	multi	>1000	AN	
1900	107	0	214	2:6	8	1	64326	64353	64353	64540	71	258.947	268.8072	284.5134	171.9259	0.7208	4	9558	1.19140407527001	2	0	0	16	OM4	174	78_8_8_8	1	1	1	8	2:6_3:5_2:6_3:5	8404	56126.5	65107.5	OM	12.3508565368671	0	13.044600029534	10.3879186225733	2.533065723846	5.79772525632978	6.01849139987445	6.3701472693032	3.84935578572923	0.0161384390039757	2.1303	2.1674	1.6307	0.658	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IN	
1903	128	77	180	(2:6)	2	3	797362	797379	797456	797542	4	4.7398	3.3759	6.7128	7.7491	0	2	318	62.1359223300971	1	0	1	13	OM7	174	1_2	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	95	797292.75	797498.75	OM	3.04495355201175	0	2.48300911814032	5.70881927363579	5.23999086748682	2.68290566037736	1.91088679245283	3.79969811320755	4.38628301886792	0	1.1349	1.2994	1.5024	1.1946	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
1905	260	0	521	(6:2)	3	1	258794	259218	259218	259315	34	138.4244	121.7984	141.5158	82.3533	2.078	8	3506	7.5801749271137	2	0	1	15	OM8	174	4_3_34_3_3_4_3_24	1	0	2	32	(5:3)_(6:2)_(4:4)_(5:3a)_(4:4)_(5:3)_(6:2)_(4:4ai)_(4:4bCO)	3353	258421.75	261851.75	OM	83.569181341651	1.7996	75.3372813275003	81.092919598708	28.5922719579134	20.5701974900171	18.0995340559042	21.02958693668	12.2378976896748	0.308795778665145	4.0626	4.1624	3.8561	2.3364	5.8278	0	1	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AC	
1910	128	0	257	(6:2)	3	1	261299	261489	261489	261556	34	138.4244	121.7984	141.5158	82.3533	2.078	8	3506	3.73177842565598	2	0	1	15	OM8	174	4_3_34_3_3_4_3_24	1	0	2	32	(5:3)_(6:2)_(4:4)_(5:3a)_(4:4)_(5:3)_(6:2)_(4:4ai)_(4:4bCO)	3353	258421.75	261851.75	OM	0.380094064044565	0	0.442208480152205	0.132228240937461	0.160955009464822	10.1469112378779	8.92817706788363	10.3735198516828	6.03673648031945	0.152323445521962	0.0375	0.0495	0.0127	0.0267	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AC	
1912	264	0	528	(2:6)	12	1	444920	445378	445378	445448	3	28.2601	23.5288	30.3011	12.7573	0	2	1064	34.1085271317829	1	0	1	16	OM3	175	12_8	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	484	445149	445923	OM	20.7435335204785	0	18.6436735634584	24.2926883643614	9.22415253123132	14.0238090225564	11.6759458646617	15.0366360902256	6.33069022556391	0	1.4792	1.5968	1.6156	1.4571	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
1917	367	117	617	(2:6)	8	3	41221	41378	41495	41838	10	145.0262	242.7631	119.1149	101.8943	1.3414	4	1472	29.6925566343042	1	0	1	15	OM2	176	8_8_7_8	1	0	2	32	(3:5)_(4:4)_(3:5a)_(2:6)_(4:4aCO)	999	40430.75	41666.75	OM	1.75283378376762	0	2.85690083920092	1.38019477813617	1.35876438381645	60.7888351902174	101.756000475543	49.9279166440217	42.7097711277174	0.562258016304348	0.0288	0.0281	0.0276	0.0318	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
1920	955	464	1446	(6:2)	78	6	840627	841238	841702	842073	14	1393.8937	1535.4306	1521.9784	2328.4417	63.754	4	2947	38.7266828872668	2	0	1	16	OM6	176	8_8_78_5678	1	0	3	20	(5:3)_(4:4)_(6:2)_(2:6)_(4:4aCO)	1984	840009.25	842475.25	OM	449.808116578516	10.4368	499.27547951462	529.188322560207	1433.55294424292	683.93969806583	753.387393145572	746.786822667119	1142.4929413641	31.28207804547	0.6577	0.6627	0.7086	1.2548	0.3336	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	300_500	AC	
1921	588	13	1162	(2:6)	5678	2	841702	842073	842086	842864	14	1393.8937	1535.4306	1521.9784	2328.4417	63.754	4	2947	23.8442822384428	2	0	1	16	OM6	176	8_8_78_5678	1	0	3	20	(5:3)_(4:4)_(6:2)_(2:6)_(4:4aCO)	1984	840009.25	842475.25	OM	3.03044996272584	0	2.33777348973475	2.53834213200521	4.55405643622499	549.61129263658	605.419191448931	600.114998574822	918.102903087886	25.1381567695962	0.0055	0.0039	0.0042	0.005	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AC	
1923	22	6	39	(2:6)	6	3	412378	412400	412406	412417	25	314.0729	303.409	318.2165	1124.6467	1.7338	4	2744	1.19305856832972	2	0	1	14	OM1	177	5_6_6_6	1	0	1	12	(3:5)_(2:6)_(3:5)_(2:6)_(4:4aCO)	943	411303.75	413147.75	OM	8.6216336448214	0	11.8512072729866	11.5733718083454	12.1966684456174	4.46386410349854	4.3122999271137	4.52275637755102	15.9844100947522	0.0246422011661808	1.9314	2.7482	2.5589	0.763	0	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	IC	
1925	607	54	1160	(2:6)	6	7	412526	412555	412609	413686	25	314.0729	303.409	318.2165	1124.6467	1.7338	4	2744	32.9175704989154	2	0	1	14	OM1	177	5_6_6_6	1	0	1	12	(3:5)_(2:6)_(3:5)_(2:6)_(4:4aCO)	943	411303.75	413147.75	OM	239.744630970371	1.4108	222.874674389311	239.80971788808	1024.03328303592	132.771342565598	128.263279883382	134.523010204082	475.433736151604	0.732947521865889	1.8057	1.7376	1.7827	2.1539	1.9248	0	2	0	956.5	1	0	0	6:2/2:6 Segment	multi	30_150	AC	
1930	160	48	273	(6:2)	4	2	327045	327254	327302	327318	28	410.4623	389.3813	372.801	1079.1787	4.6162	10	4344	3.91964723174914	1	0	1	16	OM4	177	4_4_4_34_4_3_8_3_1_7	2	1	0	2	(5:3)_(4:4)_(5:3)_(5:3a)_(6:2)_(5:3)_(4:4ai)_(5:3b)_(4:4bi)_(3:5)_(4:4cCO)	3821	325696.75	329778.75	OM	0.975741472303878	0	0.371491132161341	0.310666351249435	0.817679457654103	25.7956279696133	24.4707861187845	23.4287921270718	67.8213133287293	0.290106491712707	0.0378	0.0152	0.0133	0.0121	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
1936	944	0	1888	(2:6)	56	1	425518	426767	426767	427406	1	179.8649	196.2117	191.7278	51.8993	5.0638	1	1887	100	1	0	1	15	OM8	177	56	1	0	1	16	(2:6)_(4:4aCO)	1	426142.5	427086.5	OM	179.864912195051	5.0638	196.211733583318	191.727848697088	51.8993375950907	179.96021791203	196.315680763116	191.829404557499	51.9268036036036	5.06648351881293	0.9995	0.9995	0.9995	0.9995	0.9995	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
1939	31	0	62	2:6	4	1	105755	105791	105791	105817	6	176.0118	241.8303	157.1006	250.7983	0.9358	4	1663	2.71929824561404	1	0	0	16	OM9	177	4_34_4_4	1	1	2	14	3:5_3:5a_2:6_3:5a	617	104899.5	106039.5	OM	0.794496618606838	0	0.290671305886068	0.439993972680704	1.70438250544539	6.56207552615755	9.01592218881539	5.85702778111846	9.35026734816597	0.0348885147324113	0.1211	0.0322	0.0751	0.1823	0	0	0	0	0	1	0	0	6:2/2:6 Segment	single	30_150	IN	
1942	298	0	596	(6:2)	12	1	487991	488208	488208	488587	6	276.2363	293.3983	296.5219	152.1477	3.1744	2	1193	34.2528735632184	1	0	1	14	OM1	178	1256_12	1	0	1	12	(4:4aCO)_(6:2)_(4:4a)	546	487527.75	488397.75	OM	274.439016987836	3.1744	292.074550122226	292.472965557061	150.306370087861	138.002376194468	146.576183403185	148.136674266555	76.0100831517183	1.58586957250629	1.9887	1.9926	1.9743	1.9775	2.0017	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
1945	70	0	139	(2:6)	78	1	408750	408842	408842	408889	3	10.4976	9.1836	7.5893	50.5156	0.1322	3	749	11.2540192926045	1	0	1	16	OM4	179	2_178_78	1	0	1	12	(3:5)_(4:4aCO)_(2:6)_(4:4a)	496	408243.25	408865.25	OM	9.32380741576689	0.1322	8.63701878594498	6.56860290381614	48.5524937469462	1.94815273698264	1.70429959946595	1.40842817089453	9.37472416555407	0.0245337783711615	4.786	5.0678	4.6638	5.1791	5.3885	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
1946	408	234	582	(6:2)	34	6	187434	187730	187964	188016	9	840.2188	887.4823	841.4637	662.7797	15.13	3	952	52.1739130434783	1	0	1	14	OM7	179	34_36_5	1	0	3	21	(6:2)_(4:4ai)_(3:5)_(4:4bCO)	612	187582	188364	OM	835.443752027344	15.13	882.991410596396	821.908040818019	656.793171676853	513.66317394958	542.557456512605	514.424236764706	405.186749369748	9.24964285714286	1.6264	1.6275	1.5977	1.621	1.6357	0	1	0	0	1	0	0	6:2/2:6 Segment	single	150_300	AC	
1951	122	0	243	2:6	34	1	220731	220880	220880	220974	7	274.6351	309.3841	385.3745	389.5067	9.3878	3	857	17.3789173789174	1	0	0	15	OM2	180	4_4_34	1	1	1	8	3:5_4:4_2:6	546	220225.25	220927.25	OM	5.46375214588693	0.0516	6.60281976742985	12.9896742982656	4.98170259250971	77.8720295215869	87.7250131855309	109.271882730455	110.443556709452	2.66188494749125	0.0702	0.0753	0.1189	0.0451	0.0194	0	1	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AN	
1952	72	0	144	(6:2)	12	1	739738	739829	739829	739882	15	150.5247	142.6016	149.6841	236.0113	1.869	4	2233	3.76175548589342	1	0	1	16	OM3	180	12_2_1_6	1	0	3	20	(6:2)_(5:3)_(4:4)_(3:5)_(4:4aCO)	1595	739783.5	741697.5	OM	53.2141692137761	0.2176	51.9681485403752	40.249396353375	119.195837466015	9.70692198835647	9.19598316166592	9.65271401701747	15.2197166144201	0.120526645768025	5.4821	5.6512	4.1697	7.8317	1.8054	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	CC7	
1956	510	0	1019	(6:2)	78	1	233897	234026	234026	234916	1	376.4523	327.7536	572.7642	367.2819	4.4488	1	1018	100	1	0	1	14	OM7	180	78	1	0	1	15	(6:2)_(4:4aCO)	1	233961.25	234471.25	OM	376.45226278725	4.4488	327.753602711173	572.764229380374	367.281925649906	376.822095972495	328.075558349705	573.326836738703	367.642687721022	4.45317013752456	0.999	0.999	0.999	0.999	0.999	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
1957	196	0	392	(6:2)	34	1	643259	643444	643444	643651	4	76.9107	63.8533	69.7735	34.177	0.5018	3	1615	16.0392798690671	1	0	1	14	OM1	181	34_34_4	1	0	1	12	(6:2)_(4:4)_(5:3)_(4:4aCO)	828	643351.25	644573.25	OM	57.3492925563199	0.3634	51.0058124653821	54.1184584688283	16.7908385914728	18.6681079876161	15.4987576470588	16.9357349845201	8.29559380804954	0.121799133126935	3.072	3.291	3.1955	2.0241	2.9836	0	1	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
1961	168	0	336	6:2	5	1	271422	271727	271727	271758	7	319.9552	310.482	262.2379	72.1213	6.8838	3	916	22.2811671087533	1	0	0	15	OM2	181	6_5_6	1	1	2	19	5:3_6:2_5:3a	591	271107.25	271861.25	OM	289.714597322773	6.6372	280.165128568433	231.531349817407	49.3164548453196	117.363479475983	113.888593886463	96.1920681222708	26.4549746724891	2.52506200873362	2.4685	2.46	2.407	1.8642	2.6285	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	CN4	
1963	178	0	356	(2:6)	34	1	812845	812990	812990	813201	3	1291.9624	1243.1904	1665.6285	369.6347	35.9454	3	787	27.639751552795	1	0	1	16	OM3	181	34_34_356	1	0	3	20	(2:6)_(4:4)_(5:3)_(4:4aCO)	500	812917.25	813561.25	OM	1277.23848548826	35.9454	1233.09019490462	1620.42508585265	366.188551968457	584.420094536213	562.358046251588	753.448216010165	167.204514866582	16.2599268106734	2.1855	2.1927	2.1507	2.1901	2.2107	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
1966	250	0	501	(2:6)	34	1	689057	689310	689310	689558	8	555.6424	485.7518	454.3891	1432.8052	18.2586	4	2057	15.7430730478589	1	0	1	14	OM1	182	34_56_5_56	1	0	2	31	(2:6)_(4:4aCO)_(3:5)_(3:5a)_(4:4a)	1119	689183.5	690771.5	OM	3.80704215042111	0	3.11936522552062	2.88771675045797	3.04233977803208	135.331474185707	118.309018862421	110.670364171123	348.972000583374	4.44703869713175	0.0281	0.0264	0.0261	0.0087	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
1973	143	0	286	(6:2)	7	1	596138	596170	596170	596424	23	28.1049	26.8978	20.5147	8.8573	0.1212	10	1771	9.37090432503276	2	0	1	16	OM4	182	8_4_4_7_34_4_4_3_4_4	1	0	2	32	(5:3)_(4:4ai)_(5:3)_(6:2)_(4:4bCO)_(5:3a)_(4:4b)_(5:3b)_(6:2)_(5:3b)_(4:4b)	1281	595267.5	596793.5	OM	1.20299771270105	0	0.599847151203975	0.682345733491194	0.701839867249962	4.53867950310559	4.34374409937888	3.31293291925466	1.43037142857143	0.0195726708074534	0.2651	0.1381	0.206	0.4907	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AC	
