SID	len_mid	len_min	len_max	type	Sp_Aff	seg_SNPs	start5	start3	stop5	stop3	event_snp	LocalEventHpM_NWT	LocalEventHpM_Ntel	LocalEventHpM_Ntkd	LocalEventHpM_SFA	LocalEventHpM_DC	total_nb_seg	Event_len_max	Event_len_mid	Event_len_min	nb_62_seg	LCO	chr	Meiosis	EID	EventSpAff	LSB	LNCO	groupe	classe	Event_type	debut	fin
1747	203	60	346	(2:6)	1	2	624603	624720	624780	624949	9	364.8777	360.9841	336.9342	190.7066	6.1318	7	2345	2161	1977	2	1	13	OM2	157	6_6_2_1_56_56_6	1	0	3	20	(5:3)_(4:4)_(3:5)_(2:6)_(4:4aCO)_(2:6)_(3:5a)_(4:4a)	623689	625850
1748	232	0	465	(4:4aCO)	56	1	624780	624949	624949	625245	9	364.8777	360.9841	336.9342	190.7066	6.1318	7	2345	2161	1977	2	1	13	OM2	157	6_6_2_1_56_56_6	1	0	3	20	(5:3)_(4:4)_(3:5)_(2:6)_(4:4aCO)_(2:6)_(3:5a)_(4:4a)	623689	625850
1749	448	0	895	(2:6)	56	1	624949	625245	625245	625844	9	364.8777	360.9841	336.9342	190.7066	6.1318	7	2345	2161	1977	2	1	13	OM2	157	6_6_2_1_56_56_6	1	0	3	20	(5:3)_(4:4)_(3:5)_(2:6)_(4:4aCO)_(2:6)_(3:5a)_(4:4a)	623689	625850
1750	306	0	611	(3:5a)	6	1	625245	625844	625844	625856	9	364.8777	360.9841	336.9342	190.7066	6.1318	7	2345	2161	1977	2	1	13	OM2	157	6_6_2_1_56_56_6	1	0	3	20	(5:3)_(4:4)_(3:5)_(2:6)_(4:4aCO)_(2:6)_(3:5a)_(4:4a)	623689	625850
1751	1124	                      156	2093	3:5	2	2	251789	252485	252641	253882	23	229.7155	208.8308	427.7885	250.5075	2.5218	3	4445	4056	3668	1	0	15	OM4	157	2_1_2	1	1	2	20	3:5_2:6_3:5a	252137.25	256193.25
1752	1963	1299	2627	2:6	1	19	252641	253882	255181	255268	23	229.7155	208.8308	427.7885	250.5075	2.5218	3	4445	4056	3668	1	0	15	OM4	157	2_1_2	1	1	2	20	3:5_2:6_3:5a	252137.25	256193.25
1753	969	884	1054	3:5a	2	2	255181	255268	256152	256235	23	229.7155	208.8308	427.7885	250.5075	2.5218	3	4445	4056	3668	1	0	15	OM4	157	2_1_2	1	1	2	20	3:5_2:6_3:5a	252137.25	256193.25
1754	642	                      490	793	(5:3)	7	5	309823	310003	310493	310616	9	595.01	630.023	554.8652	728.0923	17.358	2	1291	1009	727	1	1	14	OM8	157	7_8	1	0	1	7	(5:3)_(6:2)_(4:4aCO)	309913	310922
1755	368	113	622	(6:2)	8	4	310493	310616	310729	311115	9	595.01	630.023	554.8652	728.0923	17.358	2	1291	1009	727	1	1	14	OM8	157	7_8	1	0	1	7	(5:3)_(6:2)_(4:4aCO)	309913	310922
1756	952	                      544	1360	(5:3)	1	3	456970	457507	458051	458330	8	169.1531	107.3179	167.3121	46.647	2.6006	2	2221	1614	1007	1	1	13	OM1	158	1_2	1	0	1	7	(5:3)_(6:2)_(4:4aCO)	457238.5	458852.5
1757	662	183	1141	(6:2)	2	5	458051	458330	458513	459192	8	169.1531	107.3179	167.3121	46.647	2.6006	2	2221	1614	1007	1	1	13	OM1	158	1_2	1	0	1	7	(5:3)_(6:2)_(4:4aCO)	457238.5	458852.5
1758	228	                      0	455	(2:6)	56	1	410276	410471	410471	410731	4	83.7253	82.2144	88.3303	50.0304	0.4666	2	973	628	284	1	1	15	OM6	158	56_56	1	0	1	12	(2:6)_(4:4)_(4:4aCO)	410373.75	411001.75
1759	401	23	779	(4:4)	56	3	410471	410731	410754	411250	4	83.7253	82.2144	88.3303	50.0304	0.4666	2	973	628	284	1	1	15	OM6	158	56_56	1	0	1	12	(2:6)_(4:4)_(4:4aCO)	410373.75	411001.75
1760	1256	                      816	1696	5:3	7	4	1053098	1053517	1054333	1054794	5	606.5768	613.2138	442.8569	158.701	5.273	2	2015	1646	1278	1	0	12	OM7	158	7_8	1	1	1	7	5:3_6:2	1053307.75	1054953.75
1761	390	0	781	6:2	8	1	1054333	1054794	1054794	1055114	5	606.5768	613.2138	442.8569	158.701	5.273	2	2015	1646	1278	1	0	12	OM7	158	7_8	1	1	1	7	5:3_6:2	1053307.75	1054953.75
1762	502	                      240	763	6:2	12	3	335395	335707	335947	336158	4	328.4031	373.9858	346.7579	220.9378	5.313	2	919	686	452	1	0	14	OM8	158	12_2	1	1	1	7	6:2_5:3	335550.75	336236.75
1763	184	0	368	5:3	2	1	335947	336158	336158	336315	4	328.4031	373.9858	346.7579	220.9378	5.313	2	919	686	452	1	0	14	OM8	158	12_2	1	1	1	7	6:2_5:3	335550.75	336236.75
1764	830	                      452	1209	5:3	3	3	761321	761947	762399	762530	8	1298.5956	1412.3757	1095.0433	1390.0559	48.409	4	2291	1804	1316	1	0	15	OM3	159	3_3_34_3	1	1	2	23	5:3_4:4_6:2_5:3a	761633.75	763437.75
1765	620	507	732	4:4	3	3	762399	762530	763037	763131	8	1298.5956	1412.3757	1095.0433	1390.0559	48.409	4	2291	1804	1316	1	0	15	OM3	159	3_3_34_3	1	1	2	23	5:3_4:4_6:2_5:3a	761633.75	763437.75
1766	112	0	225	6:2	34	1	763037	763131	763131	763262	8	1298.5956	1412.3757	1095.0433	1390.0559	48.409	4	2291	1804	1316	1	0	15	OM3	159	3_3_34_3	1	1	2	23	5:3_4:4_6:2_5:3a	761633.75	763437.75
1767	241	0	482	5:3a	3	1	763131	763262	763262	763613	8	1298.5956	1412.3757	1095.0433	1390.0559	48.409	4	2291	1804	1316	1	0	15	OM3	159	3_3_34_3	1	1	2	23	5:3_4:4_6:2_5:3a	761633.75	763437.75
1768	328	0	656	(2:6)	78	1	737961	738026	738026	738617	1	488.7787	460.4574	549.4881	70.4853	15.4238	1	655	328	1	1	1	15	OM5	159	78	1	0	1	16	(2:6)_(4:4aCO)	737993.5	738321.5
1769	269	                      0	538	(5:3)	6	1	480909	481143	481143	481447	5	388.3447	427.8846	432.22	656.3317	5.785	3	1473	1228	984	1	1	15	OM4	160	6_6_56	1	0	1	12	(5:3)_(4:4)_(6:2)_(4:4aCO)	481026.25	482254.25
1770	698	413	983	(4:4)	6	3	481143	481447	481860	482126	5	388.3447	427.8846	432.22	656.3317	5.785	3	1473	1228	984	1	1	15	OM4	160	6_6_56	1	0	1	12	(5:3)_(4:4)_(6:2)_(4:4aCO)	481026.25	482254.25
1771	262	0	523	(6:2)	56	1	481860	482126	482126	482383	5	388.3447	427.8846	432.22	656.3317	5.785	3	1473	1228	984	1	1	15	OM4	160	6_6_56	1	0	1	12	(5:3)_(4:4)_(6:2)_(4:4aCO)	481026.25	482254.25
1772	312	0	624	(2:6)	78	1	570484	570759	570759	571108	1	336.4303	319.5996	414.5613	622.5766	6.2146	1	623	312	1	1	1	15	OM6	160	78	1	0	1	16	(2:6)_(4:4aCO)	570621.5	570933.5
1773	360	                      142	577	(5:3)	8	3	519432	519516	519658	520009	24	375.1964	565.4495	406.7851	618.2576	12.3694	6	2294	2110	1927	2	1	15	OM4	161	8_7_12_1_2_2	1	0	2	32	(5:3)_(6:2)_(4:4aCO)_(5:3a)_(6:2)_(5:3a)_(4:4a)	519474.25	521584.25
1774	473	283	663	(6:2)	7	6	519658	520009	520292	520321	24	375.1964	565.4495	406.7851	618.2576	12.3694	6	2294	2110	1927	2	1	15	OM4	161	8_7_12_1_2_2	1	0	2	32	(5:3)_(6:2)_(4:4aCO)_(5:3a)_(6:2)_(5:3a)_(4:4a)	519474.25	521584.25
1775	42	5	80	(4:4aCO)	12	2	520292	520321	520326	520372	24	375.1964	565.4495	406.7851	618.2576	12.3694	6	2294	2110	1927	2	1	15	OM4	161	8_7_12_1_2_2	1	0	2	32	(5:3)_(6:2)_(4:4aCO)_(5:3a)_(6:2)_(5:3a)_(4:4a)	519474.25	521584.25
1776	86	0	173	(5:3a)	1	1	520326	520372	520372	520499	24	375.1964	565.4495	406.7851	618.2576	12.3694	6	2294	2110	1927	2	1	15	OM4	161	8_7_12_1_2_2	1	0	2	32	(5:3)_(6:2)_(4:4aCO)_(5:3a)_(6:2)_(5:3a)_(4:4a)	519474.25	521584.25
1777	174	69	278	(6:2)	2	4	520372	520499	520568	520650	24	375.1964	565.4495	406.7851	618.2576	12.3694	6	2294	2110	1927	2	1	15	OM4	161	8_7_12_1_2_2	1	0	2	32	(5:3)_(6:2)_(4:4aCO)_(5:3a)_(6:2)_(5:3a)_(4:4a)	519474.25	521584.25
1778	976	792	1159	(5:3a)	2	8	520568	520650	521442	521727	24	375.1964	565.4495	406.7851	618.2576	12.3694	6	2294	2110	1927	2	1	15	OM4	161	8_7_12_1_2_2	1	0	2	32	(5:3)_(6:2)_(4:4aCO)_(5:3a)_(6:2)_(5:3a)_(4:4a)	519474.25	521584.25
1779	366	                      9	724	(3:5)	2	2	941405	941706	941715	942129	5	3.2816	1.6737	1.9998	2.1427	0	2	1188	900	612	1	1	15	OM5	161	2_1	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	941555.5	942455.5
1780	534	188	879	(2:6)	1	3	941715	942129	942317	942594	5	3.2816	1.6737	1.9998	2.1427	0	2	1188	900	612	1	1	15	OM5	161	2_1	1	0	1	9	(3:5)_(2:6)_(4:4aCO)	941555.5	942455.5
1781	217	                      82	352	3:5	5	4	700856	700946	701028	701208	17	660.8917	863.867	1185.3774	1108.031	24.7406	4	1366	1136	907	1	0	15	OM6	161	5_56_5_5	1	1	2	14	3:5_3:5a_2:6_3:5a	700901.25	702037.25
1782	568	459	676	3:5a	56	7	701028	701208	701667	701704	17	660.8917	863.867	1185.3774	1108.031	24.7406	4	1366	1136	907	1	0	15	OM6	161	5_56_5_5	1	1	2	14	3:5_3:5a_2:6_3:5a	700901.25	702037.25
1783	40	0	81	2:6	5	1	701667	701704	701704	701748	17	660.8917	863.867	1185.3774	1108.031	24.7406	4	1366	1136	907	1	0	15	OM6	161	5_56_5_5	1	1	2	14	3:5_3:5a_2:6_3:5a	700901.25	702037.25
1784	312	104	519	3:5a	5	5	701704	701748	701852	702223	17	660.8917	863.867	1185.3774	1108.031	24.7406	4	1366	1136	907	1	0	15	OM6	161	5_56_5_5	1	1	2	14	3:5_3:5a_2:6_3:5a	700901.25	702037.25
1785	358	56	661	(2:6)	56	2	198772	199130	199186	199433	2	749.3139	492.6669	707.0441	185.5847	21.1292	1	660	358	57	1	1	15	OM9	161	56	1	0	1	16	(2:6)_(4:4aCO)	198951.25	199309.25
1786	603	                      357	849	5:3	7	5	835656	836062	836419	836505	6	13.4741	9.0791	17.4769	56.2925	0	2	1090	767	444	1	0	15	OM3	162	7_8	1	1	1	7	5:3_6:2	835859	836626
1787	164	0	328	6:2	8	1	836419	836505	836505	836747	6	13.4741	9.0791	17.4769	56.2925	0	2	1090	767	444	1	0	15	OM3	162	7_8	1	1	1	7	5:3_6:2	835859	836626
1788	52	                      0	105	(5:3)	2	1	578881	578915	578915	578986	4	180.3607	165.6928	144.2674	283.6514	1.7844	4	1451	1027	603	1	1	15	OM4	162	2_1_1_2	1	0	1	12	(5:3)_(6:2)_(5:3)_(4:4)_(4:4aCO)	578898	579925
1789	56	0	113	(6:2)	1	1	578915	578986	578986	579028	4	180.3607	165.6928	144.2674	283.6514	1.7844	4	1451	1027	603	1	1	15	OM4	162	2_1_1_2	1	0	1	12	(5:3)_(6:2)_(5:3)_(4:4)_(4:4aCO)	578898	579925
1790	266	0	531	(5:3)	1	1	578986	579028	579028	579517	4	180.3607	165.6928	144.2674	283.6514	1.7844	4	1451	1027	603	1	1	15	OM4	162	2_1_1_2	1	0	1	12	(5:3)_(6:2)_(5:3)_(4:4)_(4:4aCO)	578898	579925
1791	652	0	1305	(4:4)	2	1	579028	579517	579517	580333	4	180.3607	165.6928	144.2674	283.6514	1.7844	4	1451	1027	603	1	1	15	OM4	162	2_1_1_2	1	0	1	12	(5:3)_(6:2)_(5:3)_(4:4)_(4:4aCO)	578898	579925
1792	830	452	1209	(2:6)	78	3	761321	761947	762399	762530	3	1280.1746	1396.847	1064.2817	1377.9732	48.329	1	1208	830	453	1	1	15	OM6	163	78	1	0	1	16	(2:6)_(4:4aCO)	761634.25	762464.25
1793	930	0	1860	(6:2)	34	1	542443	543829	543829	544303	1	342.0876	310.8046	301.482	131.1126	5.4574	1	1859	930	1	1	1	14	OM8	163	34	1	0	1	15	(6:2)_(4:4aCO)	543136	544066
1794	622	                      6	1239	(6:2)	56	2	283744	284515	284521	284983	6	127.9845	114.2466	105.0918	45.5557	1.0758	3	1918	1480	1043	2	1	15	OM9	163	56_78_78	1	0	1	12	(6:2)_(4:4aCO)_(6:2)_(4:4a)	284129.75	285609.75
1795	735	434	1036	(4:4aCO)	78	3	284521	284983	285417	285557	6	127.9845	114.2466	105.0918	45.5557	1.0758	3	1918	1480	1043	2	1	15	OM9	163	56_78_78	1	0	1	12	(6:2)_(4:4aCO)_(6:2)_(4:4a)	284129.75	285609.75
1796	123	0	246	(6:2)	78	1	285417	285557	285557	285663	6	127.9845	114.2466	105.0918	45.5557	1.0758	3	1918	1480	1043	2	1	15	OM9	163	56_78_78	1	0	1	12	(6:2)_(4:4aCO)_(6:2)_(4:4a)	284129.75	285609.75
1797	722	                      525	919	5:3	3	5	929212	929593	930118	930131	23	786.8043	802.7909	1175.9716	1326.7948	16.6846	6	4032	3556	3081	1	0	15	OM3	164	3_3_3_4_4_34	1	1	2	13	5:3_4:4_5:3_6:2_5:3_5:3a	929402.75	932958.75
1798	63	0	126	4:4	3	1	930118	930131	930131	930244	23	786.8043	802.7909	1175.9716	1326.7948	16.6846	6	4032	3556	3081	1	0	15	OM3	164	3_3_3_4_4_34	1	1	2	13	5:3_4:4_5:3_6:2_5:3_5:3a	929402.75	932958.75
1799	1187	1096	1278	5:3	3	5	930131	930244	931340	931409	23	786.8043	802.7909	1175.9716	1326.7948	16.6846	6	4032	3556	3081	1	0	15	OM3	164	3_3_3_4_4_34	1	1	2	13	5:3_4:4_5:3_6:2_5:3_5:3a	929402.75	932958.75
1800	40	0	79	6:2	4	1	931340	931409	931409	931419	23	786.8043	802.7909	1175.9716	1326.7948	16.6846	6	4032	3556	3081	1	0	15	OM3	164	3_3_3_4_4_34	1	1	2	13	5:3_4:4_5:3_6:2_5:3_5:3a	929402.75	932958.75
1801	104	0	207	5:3	4	1	931409	931419	931419	931616	23	786.8043	802.7909	1175.9716	1326.7948	16.6846	6	4032	3556	3081	1	0	15	OM3	164	3_3_3_4_4_34	1	1	2	13	5:3_4:4_5:3_6:2_5:3_5:3a	929402.75	932958.75
1802	1442	1057	1826	5:3a	34	10	931419	931616	932673	933245	23	786.8043	802.7909	1175.9716	1326.7948	16.6846	6	4032	3556	3081	1	0	15	OM3	164	3_3_3_4_4_34	1	1	2	13	5:3_4:4_5:3_6:2_5:3_5:3a	929402.75	932958.75
1803	362	266	457	(2:6)	56	6	968047	968210	968476	968504	6	311.1319	436.3302	377.9103	421.7599	5.2202	1	456	362	267	1	1	15	OM6	164	56	1	0	1	16	(2:6)_(4:4aCO)	968128.25	968490.25
1804	716	                      0	1433	(2:6)	12	1	49011	49737	49737	50444	5	180.0789	172.2307	138.3534	86.423	2.6388	3	3057	2594	2132	2	1	14	OM2	165	12_56_56	1	0	1	12	(2:6)_(4:4aCO)_(2:6)_(4:4a)	49374.25	51968.25
1805	1368	606	2131	(4:4aCO)	56	3	49737	50444	51050	51868	5	180.0789	172.2307	138.3534	86.423	2.6388	3	3057	2594	2132	2	1	14	OM2	165	12_56_56	1	0	1	12	(2:6)_(4:4aCO)_(2:6)_(4:4a)	49374.25	51968.25
1806	510	0	1019	(2:6)	56	1	51050	51868	51868	52069	5	180.0789	172.2307	138.3534	86.423	2.6388	3	3057	2594	2132	2	1	14	OM2	165	12_56_56	1	0	1	12	(2:6)_(4:4aCO)_(2:6)_(4:4a)	49374.25	51968.25
1807	928	                      610	1246	(5:3)	7	4	985518	985891	986501	986764	8	273.9549	229.8222	211.4165	73.8969	4.6954	2	1375	1162	948	1	1	15	OM6	165	7_8	1	0	1	7	(5:3)_(6:2)_(4:4aCO)	985704.25	986866.25
1808	234	74	393	(6:2)	8	4	986501	986764	986838	986894	8	273.9549	229.8222	211.4165	73.8969	4.6954	2	1375	1162	948	1	1	15	OM6	165	7_8	1	0	1	7	(5:3)_(6:2)_(4:4aCO)	985704.25	986866.25
1809	86	                      58	114	3:5	1	5	371760	371798	371856	371874	26	116.9823	113.1779	113.9668	123.7413	0.3516	4	7681	7566	7451	2	0	13	OM7	165	1_2_12_12	1	1	1	8	3:5_2:6_4:4_2:6	371779	379345
1810	244	67	421	2:6	2	7	371856	371874	371941	372277	26	116.9823	113.1779	113.9668	123.7413	0.3516	4	7681	7566	7451	2	0	13	OM7	165	1_2_12_12	1	1	1	8	3:5_2:6_4:4_2:6	371779	379345
1811	370	160	581	4:4	12	7	371941	372277	372437	372522	26	116.9823	113.1779	113.9668	123.7413	0.3516	4	7681	7566	7451	2	0	13	OM7	165	1_2_12_12	1	1	1	8	3:5_2:6_4:4_2:6	371779	379345
1812	6866	6726	7005	2:6	12	7	372437	372522	379248	379442	26	116.9823	113.1779	113.9668	123.7413	0.3516	4	7681	7566	7451	2	0	13	OM7	165	1_2_12_12	1	1	1	8	3:5_2:6_4:4_2:6	371779	379345
1813	310	0	619	(2:6)	34	1	838248	838336	838336	838867	1	1.2604	0.488	1.4191	2.889	0	1	618	310	1	1	1	13	OM1	166	34	1	0	1	16	(2:6)_(4:4aCO)	838291.75	838601.75
1814	1706	                      1595	1817	(5:3)	8	14	108948	109033	110628	110765	35	805.9519	909.8813	876.7406	381.6222	17.503	8	4770	4549	4328	1	1	14	OM2	166	8_8_8_8_8_8_34_8	1	0	3	20	(5:3)_(4:4)_(5:3)_(4:4)_(5:3)_(4:4)_(2:6)_(3:5)_(4:4aCO)	108990.5	113539.5
1815	120	0	239	(4:4)	8	1	110628	110765	110765	110867	35	805.9519	909.8813	876.7406	381.6222	17.503	8	4770	4549	4328	1	1	14	OM2	166	8_8_8_8_8_8_34_8	1	0	3	20	(5:3)_(4:4)_(5:3)_(4:4)_(5:3)_(4:4)_(2:6)_(3:5)_(4:4aCO)	108990.5	113539.5
1816	806	581	1030	(5:3)	8	8	110765	110867	111448	111795	35	805.9519	909.8813	876.7406	381.6222	17.503	8	4770	4549	4328	1	1	14	OM2	166	8_8_8_8_8_8_34_8	1	0	3	20	(5:3)_(4:4)_(5:3)_(4:4)_(5:3)_(4:4)_(2:6)_(3:5)_(4:4aCO)	108990.5	113539.5
1817	340	0	680	(4:4)	8	1	111448	111795	111795	112128	35	805.9519	909.8813	876.7406	381.6222	17.503	8	4770	4549	4328	1	1	14	OM2	166	8_8_8_8_8_8_34_8	1	0	3	20	(5:3)_(4:4)_(5:3)_(4:4)_(5:3)_(4:4)_(2:6)_(3:5)_(4:4aCO)	108990.5	113539.5
1818	200	0	399	(5:3)	8	1	111795	112128	112128	112194	35	805.9519	909.8813	876.7406	381.6222	17.503	8	4770	4549	4328	1	1	14	OM2	166	8_8_8_8_8_8_34_8	1	0	3	20	(5:3)_(4:4)_(5:3)_(4:4)_(5:3)_(4:4)_(2:6)_(3:5)_(4:4aCO)	108990.5	113539.5
1819	628	475	780	(4:4)	8	3	112128	112194	112669	112908	35	805.9519	909.8813	876.7406	381.6222	17.503	8	4770	4549	4328	1	1	14	OM2	166	8_8_8_8_8_8_34_8	1	0	3	20	(5:3)_(4:4)_(5:3)_(4:4)_(5:3)_(4:4)_(2:6)_(3:5)_(4:4aCO)	108990.5	113539.5
1820	282	36	529	(2:6)	34	2	112669	112908	112944	113198	35	805.9519	909.8813	876.7406	381.6222	17.503	8	4770	4549	4328	1	1	14	OM2	166	8_8_8_8_8_8_34_8	1	0	3	20	(5:3)_(4:4)_(5:3)_(4:4)_(5:3)_(4:4)_(2:6)_(3:5)_(4:4aCO)	108990.5	113539.5
1821	468	162	775	(3:5)	8	5	112944	113198	113360	113719	35	805.9519	909.8813	876.7406	381.6222	17.503	8	4770	4549	4328	1	1	14	OM2	166	8_8_8_8_8_8_34_8	1	0	3	20	(5:3)_(4:4)_(5:3)_(4:4)_(5:3)_(4:4)_(2:6)_(3:5)_(4:4aCO)	108990.5	113539.5
1822	146	                      30	263	3:5	2	2	832326	832546	832576	832589	11	89.8474	85.6138	90.5135	90.2255	1.4178	3	1577	1252	927	1	0	15	OM4	166	2_1_2	1	1	2	20	3:5_2:6_3:5a	832436	833688
1823	13	0	26	2:6	1	1	832576	832589	832589	832602	11	89.8474	85.6138	90.5135	90.2255	1.4178	3	1577	1252	927	1	0	15	OM4	166	2_1_2	1	1	2	20	3:5_2:6_3:5a	832436	833688
1824	1092	870	1315	3:5a	2	8	832589	832602	833472	833904	11	89.8474	85.6138	90.5135	90.2255	1.4178	3	1577	1252	927	1	0	15	OM4	166	2_1_2	1	1	2	20	3:5_2:6_3:5a	832436	833688
1825	284	                      124	444	(4:4aCO)	3478	4	405911	406116	406240	406355	22	1216.0982	1442.6695	1072.4795	1044.3411	32.6252	7	5352	5175	4998	3	1	13	OM7	166	3478_3_4_4_45678_5678_5	2	1	0	3	(4:4aCO)_(3:5)_(2:6)_(3:5)_(6:2)_(2:6)_(3:5a)_(4:4bCO)	406013.5	411188.5
1826	1334	1244	1423	(3:5)	3	7	406240	406355	407599	407663	22	1216.0982	1442.6695	1072.4795	1044.3411	32.6252	7	5352	5175	4998	3	1	13	OM7	166	3478_3_4_4_45678_5678_5	2	1	0	3	(4:4aCO)_(3:5)_(2:6)_(3:5)_(6:2)_(2:6)_(3:5a)_(4:4bCO)	406013.5	411188.5
1827	150	0	299	(2:6)	4	1	407599	407663	407663	407898	22	1216.0982	1442.6695	1072.4795	1044.3411	32.6252	7	5352	5175	4998	3	1	13	OM7	166	3478_3_4_4_45678_5678_5	2	1	0	3	(4:4aCO)_(3:5)_(2:6)_(3:5)_(6:2)_(2:6)_(3:5a)_(4:4bCO)	406013.5	411188.5
1828	394	103	684	(3:5)	4	2	407663	407898	408001	408347	22	1216.0982	1442.6695	1072.4795	1044.3411	32.6252	7	5352	5175	4998	3	1	13	OM7	166	3478_3_4_4_45678_5678_5	2	1	0	3	(4:4aCO)_(3:5)_(2:6)_(3:5)_(6:2)_(2:6)_(3:5a)_(4:4bCO)	406013.5	411188.5
1829	610	27	1193	(6:2)	45678	2	408001	408347	408374	409194	22	1216.0982	1442.6695	1072.4795	1044.3411	32.6252	7	5352	5175	4998	3	1	13	OM7	166	3478_3_4_4_45678_5678_5	2	1	0	3	(4:4aCO)_(3:5)_(2:6)_(3:5)_(6:2)_(2:6)_(3:5a)_(4:4bCO)	406013.5	411188.5
1830	852	0	1705	(2:6)	5678	1	408374	409194	409194	410079	22	1216.0982	1442.6695	1072.4795	1044.3411	32.6252	7	5352	5175	4998	3	1	13	OM7	166	3478_3_4_4_45678_5678_5	2	1	0	3	(4:4aCO)_(3:5)_(2:6)_(3:5)_(6:2)_(2:6)_(3:5a)_(4:4bCO)	406013.5	411188.5
1831	1552	1034	2070	(3:5a)	5	5	409194	410079	411113	411264	22	1216.0982	1442.6695	1072.4795	1044.3411	32.6252	7	5352	5175	4998	3	1	13	OM7	166	3478_3_4_4_45678_5678_5	2	1	0	3	(4:4aCO)_(3:5)_(2:6)_(3:5)_(6:2)_(2:6)_(3:5a)_(4:4bCO)	406013.5	411188.5
1832	413	                      305	521	3:5	3	3	213837	214028	214333	214358	10	1606.3781	1702.972	1287.0342	2487.236	88.6794	3	1274	1105	936	1	0	16	OM5	167	3_4_3	1	1	2	20	3:5_2:6_3:5a	213932.5	215037.5
1833	176	0	351	2:6	4	1	214333	214358	214358	214684	10	1606.3781	1702.972	1287.0342	2487.236	88.6794	3	1274	1105	936	1	0	16	OM5	167	3_4_3	1	1	2	20	3:5_2:6_3:5a	213932.5	215037.5
1834	516	279	754	3:5a	3	6	214358	214684	214963	215112	10	1606.3781	1702.972	1287.0342	2487.236	88.6794	3	1274	1105	936	1	0	16	OM5	167	3_4_3	1	1	2	20	3:5_2:6_3:5a	213932.5	215037.5
1835	2204	                      1359	3049	(4:4ai)	13	5	612123	613660	615019	615172	9	12.1574	6.5434	6.333	9.5725	0	3	4636	3822	3007	1	1	15	OM9	167	13_1_4	1	0	1	11	(4:4ai)_(3:5)_(2:6)_(4:4bCO)	612891.25	616713.25
1836	837	27	1647	(3:5)	1	3	615019	615172	615199	616666	9	12.1574	6.5434	6.333	9.5725	0	3	4636	3822	3007	1	1	15	OM9	167	13_1_4	1	0	1	11	(4:4ai)_(3:5)_(2:6)_(4:4bCO)	612891.25	616713.25
1837	780	0	1561	(2:6)	4	1	615199	616666	616666	616760	9	12.1574	6.5434	6.333	9.5725	0	3	4636	3822	3007	1	1	15	OM9	167	13_1_4	1	0	1	11	(4:4ai)_(3:5)_(2:6)_(4:4bCO)	612891.25	616713.25
1838	770	0	1541	(2:6)	56	1	56038	57439	57439	57579	1	111.8315	104.7317	75.508	21.2481	1.3008	1	1540	770	1	1	1	14	OM1	168	56	1	0	1	16	(2:6)_(4:4aCO)	56738.75	57508.75
1839	432	                      216	649	(5:3)	3	5	1056819	1056865	1057081	1057468	23	268.1002	271.8352	337.9632	323.9244	3.0058	6	2373	2243	2113	2	0	15	OM3	168	3_35_6_6_6_6	2	2	0	1	(5:3)_(5:3a)_(6:2)_(5:3a)_(6:2)_(5:3a)_(4:4)	1056842	1059085
1840	238	21	455	(5:3a)	35	3	1057081	1057468	1057489	1057536	23	268.1002	271.8352	337.9632	323.9244	3.0058	6	2373	2243	2113	2	0	15	OM3	168	3_35_6_6_6_6	2	2	0	1	(5:3)_(5:3a)_(6:2)_(5:3a)_(6:2)_(5:3a)_(4:4)	1056842	1059085
1841	68	0	137	(6:2)	6	1	1057489	1057536	1057536	1057626	23	268.1002	271.8352	337.9632	323.9244	3.0058	6	2373	2243	2113	2	0	15	OM3	168	3_35_6_6_6_6	2	2	0	1	(5:3)_(5:3a)_(6:2)_(5:3a)_(6:2)_(5:3a)_(4:4)	1056842	1059085
1842	1254	1175	1332	(5:3a)	6	11	1057536	1057626	1058801	1058868	23	268.1002	271.8352	337.9632	323.9244	3.0058	6	2373	2243	2113	2	0	15	OM3	168	3_35_6_6_6_6	2	2	0	1	(5:3)_(5:3a)_(6:2)_(5:3a)_(6:2)_(5:3a)_(4:4)	1056842	1059085
1843	94	11	176	(6:2)	6	2	1058801	1058868	1058879	1058977	23	268.1002	271.8352	337.9632	323.9244	3.0058	6	2373	2243	2113	2	0	15	OM3	168	3_35_6_6_6_6	2	2	0	1	(5:3)_(5:3a)_(6:2)_(5:3a)_(6:2)_(5:3a)_(4:4)	1056842	1059085
1844	157	0	314	(5:3a)	6	1	1058879	1058977	1058977	1059193	23	268.1002	271.8352	337.9632	323.9244	3.0058	6	2373	2243	2113	2	0	15	OM3	168	3_35_6_6_6_6	2	2	0	1	(5:3)_(5:3a)_(6:2)_(5:3a)_(6:2)_(5:3a)_(4:4)	1056842	1059085
1845	282	                      200	363	(5:3)	6	2	312873	312892	313092	313236	18	165.4967	135.0919	114.3956	63.4189	1.1236	4	3802	3558	3314	1	1	16	OM6	168	6_6_56_3	1	0	2	32	(5:3)_(4:4)_(6:2)_(5:3a)_(4:4aCO)	312882.5	316440.5
1846	499	258	740	(4:4)	6	3	313092	313236	313494	313832	18	165.4967	135.0919	114.3956	63.4189	1.1236	4	3802	3558	3314	1	1	16	OM6	168	6_6_56_3	1	0	2	32	(5:3)_(4:4)_(6:2)_(5:3a)_(4:4aCO)	312882.5	316440.5
